,Name,Axis,Boundary,Threshold,Unfilled,Filled,%Filled
1227,c-s-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3182.0,439.0,12.123722728528032
1323,n-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3230.0,391.0,10.7981220657277
1419,n-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3420.0,201.0,5.550952775476388
1515,n-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3441.0,180.0,4.971002485501243
1611,n-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3436.0,185.0,5.109085887876278
1707,n-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3448.0,173.0,4.777685722176194
1803,n-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3233.0,388.0,10.71527202430268
1899,p-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3589.0,32.0,0.8837337752002209
1995,p-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3126.0,495.0,13.670256835128418
2091,p-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3380.0,241.0,6.655619994476664
2187,p-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2976.0,645.0,17.812758906379454
2283,p-o-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3481.0,140.0,3.8663352665009665
2379,p-o-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3391.0,230.0,6.351836509251588
2475,p-o-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3609.0,12.0,0.33140016570008285
2571,p-o-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3164.0,457.0,12.620822977078156
2667,p-o-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3559.0,62.0,1.712234189450428
2763,p-o-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2668.0,953.0,26.31869649268158
2859,p-o-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2977.0,644.0,17.785142225904448
2955,p-o-17,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3390.0,231.0,6.379453189726595
3051,p-o-18,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3155.0,466.0,12.869373101353217
3147,p-o-19,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2948.0,673.0,18.586025959679645
3243,p-o-20,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3272.0,349.0,9.63822148577741
3339,p-o-21,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3402.0,219.0,6.048053024026512
3435,p-o-22,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3184.0,437.0,12.068489367578017
3531,p-o-23,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3367.0,254.0,7.014636840651754
3627,p-o-24,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2899.0,722.0,19.939243302954985
3723,p-o-25,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3184.0,437.0,12.068489367578017
3819,p-o-26,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3374.0,247.0,6.821320077326705
3915,p-o-27,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3453.0,168.0,4.63960231980116
4011,p-o-28,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2711.0,910.0,25.131179232256283
4107,p-o-29,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3039.0,582.0,16.072908036454017
4203,p-o-30,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2711.0,910.0,25.131179232256283
4299,p-o-31,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3023.0,598.0,16.51477492405413
4395,p-o-32,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2977.0,644.0,17.785142225904448
4491,p-o-33,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2857.0,764.0,21.099143882905274
4587,p-o-34,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3389.0,232.0,6.407069870201601
4683,p-o-35,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3036.0,585.0,16.15575807787904
4779,p-o-36,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3271.0,350.0,9.665838166252417
4875,p-o-37,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3220.0,401.0,11.074288870477769
4971,p-o-38,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2989.0,632.0,17.453742060204362
5067,p-o-39,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2997.0,624.0,17.23280861640431
5163,p-o-40,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3402.0,219.0,6.048053024026512
5259,p-o-41,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2814.0,807.0,22.286661143330573
5355,p-o-42,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3050.0,571.0,15.769124551228943
5451,p-o-43,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2526.0,1095.0,30.24026512013256
5547,p-o-44,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3156.0,465.0,12.84175642087821
5643,p-o-45,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2963.0,658.0,18.17177575255454
5739,p-o-46,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2684.0,937.0,25.87682960508147
5835,p-o-47,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,2824.0,797.0,22.010494338580504
5931,p-o-48,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3561.0,60.0,1.6570008285004143
6027,p-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3002.0,619.0,17.094725214029275
6123,p-o-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,0.75,3431.0,190.0,5.247169290251311
76,c-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3218.0,403.0,11.129522231427782
172,c-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3379.0,242.0,6.6832366749516705
268,c-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3331.0,290.0,8.008837337752002
364,c-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3344.0,277.0,7.649820491576913
460,c-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3183.0,438.0,12.096106048053024
556,c-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3148.0,473.0,13.062689864678266
652,c-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2853.0,768.0,21.209610604805302
748,c-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3113.0,508.0,14.029273681303508
844,c-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2831.0,790.0,21.817177575255453
940,c-o-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3387.0,234.0,6.4623032311516155
1036,c-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3404.0,217.0,5.9928196630764985
1132,c-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3442.0,179.0,4.943385805026236
1228,c-s-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3347.0,274.0,7.566970450151892
1324,n-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3394.0,227.0,6.268986467826568
1420,n-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3620.0,1.0,0.027616680475006903
1516,n-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3504.0,117.0,3.2311516155758078
1612,n-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
1708,n-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3511.0,110.0,3.0378348522507594
1804,n-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3391.0,230.0,6.351836509251588
1900,p-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
1996,p-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3411.0,210.0,5.79950289975145
2092,p-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
2188,p-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3453.0,168.0,4.63960231980116
2284,p-o-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
2380,p-o-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3571.0,50.0,1.3808340237503451
2476,p-o-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
2572,p-o-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3292.0,329.0,9.08588787627727
2668,p-o-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3591.0,30.0,0.8285004142502072
2764,p-o-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2991.0,630.0,17.39850869925435
2860,p-o-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3196.0,425.0,11.737089201877934
2956,p-o-17,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3598.0,23.0,0.6351836509251588
3052,p-o-18,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3451.0,170.0,4.694835680751174
3148,p-o-19,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3299.0,322.0,8.892571112952224
3244,p-o-20,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3564.0,57.0,1.5741507870753935
3340,p-o-21,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3556.0,65.0,1.7950842308754487
3436,p-o-22,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3545.0,76.0,2.098867716100525
3532,p-o-23,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3492.0,129.0,3.5625517812758907
3628,p-o-24,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3388.0,233.0,6.434686550676608
3724,p-o-25,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3545.0,76.0,2.098867716100525
3820,p-o-26,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
3916,p-o-27,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
4012,p-o-28,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2909.0,712.0,19.663076498204916
4108,p-o-29,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3256.0,365.0,10.08008837337752
4204,p-o-30,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3018.0,603.0,16.652858326429165
4300,p-o-31,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3362.0,259.0,7.152720243026788
4396,p-o-32,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3210.0,411.0,11.350455675227838
4492,p-o-33,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3098.0,523.0,14.443523888428611
4588,p-o-34,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3596.0,25.0,0.6904170118751726
4684,p-o-35,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3430.0,191.0,5.2747859707263185
4780,p-o-36,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3352.0,269.0,7.428887047776858
4876,p-o-37,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3498.0,123.0,3.396851698425849
4972,p-o-38,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3224.0,397.0,10.96382214857774
5068,p-o-39,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3132.0,489.0,13.504556752278376
5164,p-o-40,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3600.0,21.0,0.579950289975145
5260,p-o-41,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3097.0,524.0,14.471140568903618
5356,p-o-42,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3242.0,379.0,10.466721900027617
5452,p-o-43,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2962.0,659.0,18.19939243302955
5548,p-o-44,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3486.0,135.0,3.728251864125932
5644,p-o-45,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3327.0,294.0,8.11930405965203
5740,p-o-46,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,2864.0,757.0,20.905827119580227
5836,p-o-47,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3161.0,460.0,12.703673018503176
5932,p-o-48,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3592.0,29.0,0.8008837337752002
6028,p-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3130.0,491.0,13.55979011322839
6124,p-o-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.0,3621.0,0.0,0.0
77,c-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3388.0,233.0,6.434686550676608
173,c-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3449.0,172.0,4.750069041701187
269,c-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3417.0,204.0,5.633802816901408
365,c-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3424.0,197.0,5.44048605357636
461,c-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3282.0,339.0,9.36205468102734
557,c-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3208.0,413.0,11.40568903617785
653,c-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2984.0,637.0,17.591825462579397
749,c-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3284.0,337.0,9.306821320077328
845,c-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2963.0,658.0,18.17177575255454
941,c-o-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3459.0,162.0,4.473902236951118
1037,c-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3467.0,154.0,4.252968793151063
1133,c-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3475.0,146.0,4.032035349351008
1229,c-s-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3397.0,224.0,6.186136426401546
1325,n-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3477.0,144.0,3.9768019884009944
1421,n-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
1517,n-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3558.0,63.0,1.739850869925435
1613,n-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
1709,n-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3561.0,60.0,1.6570008285004143
1805,n-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3465.0,156.0,4.308202154101077
1901,p-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
1997,p-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3532.0,89.0,2.4578845622756145
2093,p-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
2189,p-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3518.0,103.0,2.844518088925711
2285,p-o-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
2381,p-o-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
2477,p-o-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
2573,p-o-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3366.0,255.0,7.042253521126761
2669,p-o-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3600.0,21.0,0.579950289975145
2765,p-o-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3165.0,456.0,12.593206296603148
2861,p-o-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3311.0,310.0,8.56117094725214
2957,p-o-17,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
3053,p-o-18,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3558.0,63.0,1.739850869925435
3149,p-o-19,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3504.0,117.0,3.2311516155758078
3245,p-o-20,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3610.0,11.0,0.3037834852250759
3341,p-o-21,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
3437,p-o-22,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3597.0,24.0,0.6628003314001657
3533,p-o-23,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3578.0,43.0,1.1875172604252968
3629,p-o-24,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3543.0,78.0,2.1541010770505387
3725,p-o-25,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3597.0,24.0,0.6628003314001657
3821,p-o-26,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
3917,p-o-27,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
4013,p-o-28,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3048.0,573.0,15.824357912178955
4109,p-o-29,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3358.0,263.0,7.263186964926816
4205,p-o-30,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3199.0,422.0,11.654239160452914
4301,p-o-31,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3527.0,94.0,2.595967964650649
4397,p-o-32,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3242.0,379.0,10.466721900027617
4493,p-o-33,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3254.0,367.0,10.135321734327533
4589,p-o-34,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
4685,p-o-35,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3590.0,31.0,0.856117094725214
4781,p-o-36,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3413.0,208.0,5.744269538801436
4877,p-o-37,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3616.0,5.0,0.13808340237503453
4973,p-o-38,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3340.0,281.0,7.76028721347694
5069,p-o-39,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3244.0,377.0,10.411488539077602
5165,p-o-40,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
5261,p-o-41,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3262.0,359.0,9.914388290527478
5357,p-o-42,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3304.0,317.0,8.75448771057719
5453,p-o-43,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3198.0,423.0,11.68185584092792
5549,p-o-44,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
5645,p-o-45,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3378.0,243.0,6.710853355426678
5741,p-o-46,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2983.0,638.0,17.619442143054403
5837,p-o-47,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3324.0,297.0,8.202154101077051
5933,p-o-48,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3601.0,20.0,0.5523336095001381
6029,p-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3230.0,391.0,10.7981220657277
6125,p-o-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0
78,c-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3616.0,5.0,0.13808340237503453
174,c-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3530.0,91.0,2.513117923225628
270,c-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3610.0,11.0,0.3037834852250759
366,c-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3529.0,92.0,2.5407346037006353
462,c-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3469.0,152.0,4.19773543220105
558,c-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3325.0,296.0,8.174537420602043
654,c-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3246.0,375.0,10.356255178127588
750,c-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3464.0,157.0,4.3358188345760835
846,c-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3198.0,423.0,11.68185584092792
942,c-o-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3542.0,79.0,2.1817177575255453
1038,c-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3557.0,64.0,1.7674675504004418
1134,c-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3529.0,92.0,2.5407346037006353
1230,c-s-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3513.0,108.0,2.9826014913007457
1326,n-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3573.0,48.0,1.3256006628003314
1422,n-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
1518,n-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3619.0,2.0,0.055233360950013806
1614,n-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
1710,n-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
1806,n-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3560.0,61.0,1.6846175089754212
1902,p-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
1998,p-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
2094,p-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
2190,p-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3601.0,20.0,0.5523336095001381
2286,p-o-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
2382,p-o-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
2478,p-o-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
2574,p-o-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3433.0,188.0,5.191935929301298
2670,p-o-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3616.0,5.0,0.13808340237503453
2766,p-o-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3344.0,277.0,7.649820491576913
2862,p-o-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3441.0,180.0,4.971002485501243
2958,p-o-17,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3054,p-o-18,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3150,p-o-19,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3617.0,4.0,0.11046672190002761
3246,p-o-20,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3342,p-o-21,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3438,p-o-22,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3534,p-o-23,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3617.0,4.0,0.11046672190002761
3630,p-o-24,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3726,p-o-25,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3822,p-o-26,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
3918,p-o-27,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
4014,p-o-28,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3262.0,359.0,9.914388290527478
4110,p-o-29,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3421.0,200.0,5.523336095001381
4206,p-o-30,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3433.0,188.0,5.191935929301298
4302,p-o-31,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3613.0,8.0,0.22093344380005522
4398,p-o-32,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3288.0,333.0,9.1963545981773
4494,p-o-33,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3421.0,200.0,5.523336095001381
4590,p-o-34,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
4686,p-o-35,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3620.0,1.0,0.027616680475006903
4782,p-o-36,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3503.0,118.0,3.258768296050815
4878,p-o-37,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
4974,p-o-38,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3508.0,113.0,3.1206848936757803
5070,p-o-39,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3416.0,205.0,5.661419497376415
5166,p-o-40,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
5262,p-o-41,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3421.0,200.0,5.523336095001381
5358,p-o-42,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3417.0,204.0,5.633802816901408
5454,p-o-43,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3390.0,231.0,6.379453189726595
5550,p-o-44,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
5646,p-o-45,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3467.0,154.0,4.252968793151063
