,Name,Axis,Boundary,Threshold,Unfilled,Filled,%Filled
5312,p-o-42,Y-coord,-2.0-2.0,0.0,1767.0,1073.0,37.78169014084507
5408,p-o-43,Y-coord,-2.0-2.0,0.0,1573.0,1267.0,44.61267605633803
5504,p-o-44,Y-coord,-2.0-2.0,0.0,1529.0,1311.0,46.16197183098591
5600,p-o-45,Y-coord,-2.0-2.0,0.0,1586.0,1254.0,44.15492957746479
5696,p-o-46,Y-coord,-2.0-2.0,0.0,1445.0,1395.0,49.11971830985915
5792,p-o-47,Y-coord,-2.0-2.0,0.0,1444.0,1396.0,49.15492957746479
5888,p-o-48,Y-coord,-2.0-2.0,0.0,2110.0,730.0,25.704225352112676
5984,p-o-8,Y-coord,-2.0-2.0,0.0,1747.0,1093.0,38.485915492957744
6080,p-o-9,Y-coord,-2.0-2.0,0.0,1707.0,1133.0,39.894366197183096
33,c-n-1,Y-coord,-2.0-2.0,0.25,1605.0,1235.0,43.485915492957744
129,c-n-2,Y-coord,-2.0-2.0,0.25,1573.0,1267.0,44.61267605633803
225,c-n-3,Y-coord,-2.0-2.0,0.25,1511.0,1329.0,46.79577464788732
321,c-o-1,Y-coord,-2.0-2.0,0.25,2040.0,800.0,28.169014084507044
417,c-o-2,Y-coord,-2.0-2.0,0.25,2021.0,819.0,28.838028169014084
513,c-o-3,Y-coord,-2.0-2.0,0.25,1828.0,1012.0,35.63380281690141
609,c-o-4,Y-coord,-2.0-2.0,0.25,1796.0,1044.0,36.76056338028169
705,c-o-5,Y-coord,-2.0-2.0,0.25,1938.0,902.0,31.760563380281692
801,c-o-6,Y-coord,-2.0-2.0,0.25,1779.0,1061.0,37.359154929577464
897,c-o-7,Y-coord,-2.0-2.0,0.25,1992.0,848.0,29.859154929577464
993,c-o-8,Y-coord,-2.0-2.0,0.25,2011.0,829.0,29.190140845070424
1089,c-p-1,Y-coord,-2.0-2.0,0.25,1909.0,931.0,32.78169014084507
1185,c-s-1,Y-coord,-2.0-2.0,0.25,1583.0,1257.0,44.26056338028169
1281,n-o-1,Y-coord,-2.0-2.0,0.25,2051.0,789.0,27.781690140845072
1377,n-o-2,Y-coord,-2.0-2.0,0.25,2065.0,775.0,27.288732394366196
1473,n-o-3,Y-coord,-2.0-2.0,0.25,2158.0,682.0,24.014084507042252
1569,n-o-4,Y-coord,-2.0-2.0,0.25,2071.0,769.0,27.077464788732396
1665,n-o-5,Y-coord,-2.0-2.0,0.25,2160.0,680.0,23.943661971830984
1761,n-o-6,Y-coord,-2.0-2.0,0.25,2072.0,768.0,27.04225352112676
1857,p-n-1,Y-coord,-2.0-2.0,0.25,1995.0,845.0,29.753521126760564
1953,p-n-2,Y-coord,-2.0-2.0,0.25,1571.0,1269.0,44.683098591549296
2049,p-n-3,Y-coord,-2.0-2.0,0.25,1982.0,858.0,30.211267605633804
2145,p-n-4,Y-coord,-2.0-2.0,0.25,1575.0,1265.0,44.54225352112676
2241,p-o-10,Y-coord,-2.0-2.0,0.25,2522.0,318.0,11.19718309859155
2337,p-o-11,Y-coord,-2.0-2.0,0.25,2387.0,453.0,15.950704225352112
2433,p-o-12,Y-coord,-2.0-2.0,0.25,2624.0,216.0,7.605633802816901
2529,p-o-13,Y-coord,-2.0-2.0,0.25,2066.0,774.0,27.253521126760564
2625,p-o-14,Y-coord,-2.0-2.0,0.25,2498.0,342.0,12.04225352112676
2721,p-o-15,Y-coord,-2.0-2.0,0.25,1986.0,854.0,30.070422535211268
2817,p-o-16,Y-coord,-2.0-2.0,0.25,2206.0,634.0,22.323943661971832
2913,p-o-17,Y-coord,-2.0-2.0,0.25,2250.0,590.0,20.774647887323944
3009,p-o-18,Y-coord,-2.0-2.0,0.25,1652.0,1188.0,41.83098591549296
3105,p-o-19,Y-coord,-2.0-2.0,0.25,1926.0,914.0,32.183098591549296
3201,p-o-20,Y-coord,-2.0-2.0,0.25,2209.0,631.0,22.218309859154928
3297,p-o-21,Y-coord,-2.0-2.0,0.25,2058.0,782.0,27.535211267605632
3393,p-o-22,Y-coord,-2.0-2.0,0.25,1995.0,845.0,29.753521126760564
3489,p-o-23,Y-coord,-2.0-2.0,0.25,2406.0,434.0,15.28169014084507
3585,p-o-24,Y-coord,-2.0-2.0,0.25,2318.0,522.0,18.380281690140844
3681,p-o-25,Y-coord,-2.0-2.0,0.25,1995.0,845.0,29.753521126760564
3777,p-o-26,Y-coord,-2.0-2.0,0.25,2221.0,619.0,21.795774647887324
3873,p-o-27,Y-coord,-2.0-2.0,0.25,2353.0,487.0,17.14788732394366
3969,p-o-28,Y-coord,-2.0-2.0,0.25,1961.0,879.0,30.950704225352112
4065,p-o-29,Y-coord,-2.0-2.0,0.25,2308.0,532.0,18.732394366197184
4161,p-o-30,Y-coord,-2.0-2.0,0.25,1974.0,866.0,30.492957746478872
4257,p-o-31,Y-coord,-2.0-2.0,0.25,1893.0,947.0,33.34507042253521
4353,p-o-32,Y-coord,-2.0-2.0,0.25,2179.0,661.0,23.274647887323944
4449,p-o-33,Y-coord,-2.0-2.0,0.25,1989.0,851.0,29.964788732394368
4545,p-o-34,Y-coord,-2.0-2.0,0.25,2243.0,597.0,21.02112676056338
4641,p-o-35,Y-coord,-2.0-2.0,0.25,2026.0,814.0,28.661971830985916
4737,p-o-36,Y-coord,-2.0-2.0,0.25,1908.0,932.0,32.816901408450704
4833,p-o-37,Y-coord,-2.0-2.0,0.25,2055.0,785.0,27.640845070422536
4929,p-o-38,Y-coord,-2.0-2.0,0.25,2026.0,814.0,28.661971830985916
5025,p-o-39,Y-coord,-2.0-2.0,0.25,2088.0,752.0,26.47887323943662
5121,p-o-40,Y-coord,-2.0-2.0,0.25,2123.0,717.0,25.246478873239436
5217,p-o-41,Y-coord,-2.0-2.0,0.25,2033.0,807.0,28.41549295774648
5313,p-o-42,Y-coord,-2.0-2.0,0.25,2240.0,600.0,21.12676056338028
5409,p-o-43,Y-coord,-2.0-2.0,0.25,1820.0,1020.0,35.91549295774648
5505,p-o-44,Y-coord,-2.0-2.0,0.25,2133.0,707.0,24.8943661971831
5601,p-o-45,Y-coord,-2.0-2.0,0.25,2097.0,743.0,26.161971830985916
5697,p-o-46,Y-coord,-2.0-2.0,0.25,1925.0,915.0,32.21830985915493
5793,p-o-47,Y-coord,-2.0-2.0,0.25,1925.0,915.0,32.21830985915493
5889,p-o-48,Y-coord,-2.0-2.0,0.25,2483.0,357.0,12.570422535211268
5985,p-o-8,Y-coord,-2.0-2.0,0.25,2152.0,688.0,24.225352112676056
6081,p-o-9,Y-coord,-2.0-2.0,0.25,2258.0,582.0,20.492957746478872
34,c-n-1,Y-coord,-2.0-2.0,0.5,1894.0,946.0,33.309859154929576
130,c-n-2,Y-coord,-2.0-2.0,0.5,1915.0,925.0,32.570422535211264
226,c-n-3,Y-coord,-2.0-2.0,0.5,1866.0,974.0,34.29577464788732
322,c-o-1,Y-coord,-2.0-2.0,0.5,2280.0,560.0,19.718309859154928
418,c-o-2,Y-coord,-2.0-2.0,0.5,2198.0,642.0,22.6056338028169
514,c-o-3,Y-coord,-2.0-2.0,0.5,2071.0,769.0,27.077464788732396
610,c-o-4,Y-coord,-2.0-2.0,0.5,2042.0,798.0,28.098591549295776
706,c-o-5,Y-coord,-2.0-2.0,0.5,2237.0,603.0,21.232394366197184
802,c-o-6,Y-coord,-2.0-2.0,0.5,2021.0,819.0,28.838028169014084
898,c-o-7,Y-coord,-2.0-2.0,0.5,2258.0,582.0,20.492957746478872
994,c-o-8,Y-coord,-2.0-2.0,0.5,2272.0,568.0,20.0
1090,c-p-1,Y-coord,-2.0-2.0,0.5,2282.0,558.0,19.64788732394366
1186,c-s-1,Y-coord,-2.0-2.0,0.5,1996.0,844.0,29.718309859154928
1282,n-o-1,Y-coord,-2.0-2.0,0.5,2327.0,513.0,18.06338028169014
1378,n-o-2,Y-coord,-2.0-2.0,0.5,2370.0,470.0,16.549295774647888
1474,n-o-3,Y-coord,-2.0-2.0,0.5,2412.0,428.0,15.070422535211268
1570,n-o-4,Y-coord,-2.0-2.0,0.5,2373.0,467.0,16.443661971830984
1666,n-o-5,Y-coord,-2.0-2.0,0.5,2413.0,427.0,15.035211267605634
1762,n-o-6,Y-coord,-2.0-2.0,0.5,2331.0,509.0,17.922535211267604
1858,p-n-1,Y-coord,-2.0-2.0,0.5,2432.0,408.0,14.366197183098592
1954,p-n-2,Y-coord,-2.0-2.0,0.5,1970.0,870.0,30.633802816901408
2050,p-n-3,Y-coord,-2.0-2.0,0.5,2393.0,447.0,15.73943661971831
2146,p-n-4,Y-coord,-2.0-2.0,0.5,2031.0,809.0,28.485915492957748
2242,p-o-10,Y-coord,-2.0-2.0,0.5,2683.0,157.0,5.528169014084507
2338,p-o-11,Y-coord,-2.0-2.0,0.5,2513.0,327.0,11.514084507042254
2434,p-o-12,Y-coord,-2.0-2.0,0.5,2758.0,82.0,2.887323943661972
2530,p-o-13,Y-coord,-2.0-2.0,0.5,2499.0,341.0,12.007042253521126
2626,p-o-14,Y-coord,-2.0-2.0,0.5,2609.0,231.0,8.133802816901408
2722,p-o-15,Y-coord,-2.0-2.0,0.5,2428.0,412.0,14.507042253521126
2818,p-o-16,Y-coord,-2.0-2.0,0.5,2335.0,505.0,17.781690140845072
2914,p-o-17,Y-coord,-2.0-2.0,0.5,2593.0,247.0,8.69718309859155
3010,p-o-18,Y-coord,-2.0-2.0,0.5,2362.0,478.0,16.830985915492956
3106,p-o-19,Y-coord,-2.0-2.0,0.5,2289.0,551.0,19.401408450704224
3202,p-o-20,Y-coord,-2.0-2.0,0.5,2365.0,475.0,16.725352112676056
3298,p-o-21,Y-coord,-2.0-2.0,0.5,2457.0,383.0,13.485915492957746
3394,p-o-22,Y-coord,-2.0-2.0,0.5,2287.0,553.0,19.471830985915492
3490,p-o-23,Y-coord,-2.0-2.0,0.5,2572.0,268.0,9.43661971830986
3586,p-o-24,Y-coord,-2.0-2.0,0.5,2521.0,319.0,11.232394366197184
3682,p-o-25,Y-coord,-2.0-2.0,0.5,2287.0,553.0,19.471830985915492
3778,p-o-26,Y-coord,-2.0-2.0,0.5,2525.0,315.0,11.091549295774648
3874,p-o-27,Y-coord,-2.0-2.0,0.5,2581.0,259.0,9.119718309859154
3970,p-o-28,Y-coord,-2.0-2.0,0.5,2127.0,713.0,25.1056338028169
4066,p-o-29,Y-coord,-2.0-2.0,0.5,2455.0,385.0,13.556338028169014
4162,p-o-30,Y-coord,-2.0-2.0,0.5,2244.0,596.0,20.985915492957748
4258,p-o-31,Y-coord,-2.0-2.0,0.5,2180.0,660.0,23.239436619718308
4354,p-o-32,Y-coord,-2.0-2.0,0.5,2525.0,315.0,11.091549295774648
4450,p-o-33,Y-coord,-2.0-2.0,0.5,2356.0,484.0,17.04225352112676
4546,p-o-34,Y-coord,-2.0-2.0,0.5,2599.0,241.0,8.485915492957746
4642,p-o-35,Y-coord,-2.0-2.0,0.5,2385.0,455.0,16.02112676056338
4738,p-o-36,Y-coord,-2.0-2.0,0.5,2241.0,599.0,21.091549295774648
4834,p-o-37,Y-coord,-2.0-2.0,0.5,2500.0,340.0,11.971830985915492
4930,p-o-38,Y-coord,-2.0-2.0,0.5,2309.0,531.0,18.697183098591548
5026,p-o-39,Y-coord,-2.0-2.0,0.5,2317.0,523.0,18.41549295774648
5122,p-o-40,Y-coord,-2.0-2.0,0.5,2576.0,264.0,9.295774647887324
5218,p-o-41,Y-coord,-2.0-2.0,0.5,2428.0,412.0,14.507042253521126
5314,p-o-42,Y-coord,-2.0-2.0,0.5,2442.0,398.0,14.014084507042254
5410,p-o-43,Y-coord,-2.0-2.0,0.5,2353.0,487.0,17.14788732394366
5506,p-o-44,Y-coord,-2.0-2.0,0.5,2618.0,222.0,7.816901408450704
5602,p-o-45,Y-coord,-2.0-2.0,0.5,2527.0,313.0,11.02112676056338
5698,p-o-46,Y-coord,-2.0-2.0,0.5,2334.0,506.0,17.816901408450704
5794,p-o-47,Y-coord,-2.0-2.0,0.5,2372.0,468.0,16.47887323943662
5890,p-o-48,Y-coord,-2.0-2.0,0.5,2598.0,242.0,8.52112676056338
5986,p-o-8,Y-coord,-2.0-2.0,0.5,2345.0,495.0,17.429577464788732
6082,p-o-9,Y-coord,-2.0-2.0,0.5,2672.0,168.0,5.915492957746479
35,c-n-1,Y-coord,-2.0-2.0,0.75,2051.0,789.0,27.781690140845072
131,c-n-2,Y-coord,-2.0-2.0,0.75,2112.0,728.0,25.633802816901408
227,c-n-3,Y-coord,-2.0-2.0,0.75,2094.0,746.0,26.267605633802816
323,c-o-1,Y-coord,-2.0-2.0,0.75,2335.0,505.0,17.781690140845072
419,c-o-2,Y-coord,-2.0-2.0,0.75,2295.0,545.0,19.190140845070424
515,c-o-3,Y-coord,-2.0-2.0,0.75,2179.0,661.0,23.274647887323944
611,c-o-4,Y-coord,-2.0-2.0,0.75,2108.0,732.0,25.774647887323944
707,c-o-5,Y-coord,-2.0-2.0,0.75,2308.0,532.0,18.732394366197184
803,c-o-6,Y-coord,-2.0-2.0,0.75,2072.0,768.0,27.04225352112676
899,c-o-7,Y-coord,-2.0-2.0,0.75,2309.0,531.0,18.697183098591548
995,c-o-8,Y-coord,-2.0-2.0,0.75,2324.0,516.0,18.169014084507044
1091,c-p-1,Y-coord,-2.0-2.0,0.75,2397.0,443.0,15.598591549295774
1187,c-s-1,Y-coord,-2.0-2.0,0.75,2336.0,504.0,17.746478873239436
1283,n-o-1,Y-coord,-2.0-2.0,0.75,2506.0,334.0,11.76056338028169
1379,n-o-2,Y-coord,-2.0-2.0,0.75,2598.0,242.0,8.52112676056338
1475,n-o-3,Y-coord,-2.0-2.0,0.75,2472.0,368.0,12.95774647887324
1571,n-o-4,Y-coord,-2.0-2.0,0.75,2603.0,237.0,8.345070422535212
1667,n-o-5,Y-coord,-2.0-2.0,0.75,2473.0,367.0,12.922535211267606
1763,n-o-6,Y-coord,-2.0-2.0,0.75,2510.0,330.0,11.619718309859154
1859,p-n-1,Y-coord,-2.0-2.0,0.75,2661.0,179.0,6.302816901408451
1955,p-n-2,Y-coord,-2.0-2.0,0.75,2216.0,624.0,21.971830985915492
2051,p-n-3,Y-coord,-2.0-2.0,0.75,2595.0,245.0,8.626760563380282
2147,p-n-4,Y-coord,-2.0-2.0,0.75,2287.0,553.0,19.471830985915492
2243,p-o-10,Y-coord,-2.0-2.0,0.75,2784.0,56.0,1.971830985915493
2339,p-o-11,Y-coord,-2.0-2.0,0.75,2626.0,214.0,7.535211267605634
2435,p-o-12,Y-coord,-2.0-2.0,0.75,2823.0,17.0,0.5985915492957746
2531,p-o-13,Y-coord,-2.0-2.0,0.75,2652.0,188.0,6.619718309859155
2627,p-o-14,Y-coord,-2.0-2.0,0.75,2667.0,173.0,6.091549295774648
2723,p-o-15,Y-coord,-2.0-2.0,0.75,2581.0,259.0,9.119718309859154
2819,p-o-16,Y-coord,-2.0-2.0,0.75,2440.0,400.0,14.084507042253522
2915,p-o-17,Y-coord,-2.0-2.0,0.75,2694.0,146.0,5.140845070422535
3011,p-o-18,Y-coord,-2.0-2.0,0.75,2540.0,300.0,10.56338028169014
3107,p-o-19,Y-coord,-2.0-2.0,0.75,2513.0,327.0,11.514084507042254
3203,p-o-20,Y-coord,-2.0-2.0,0.75,2516.0,324.0,11.408450704225352
3299,p-o-21,Y-coord,-2.0-2.0,0.75,2616.0,224.0,7.887323943661972
3395,p-o-22,Y-coord,-2.0-2.0,0.75,2514.0,326.0,11.47887323943662
3491,p-o-23,Y-coord,-2.0-2.0,0.75,2629.0,211.0,7.429577464788732
3587,p-o-24,Y-coord,-2.0-2.0,0.75,2629.0,211.0,7.429577464788732
3683,p-o-25,Y-coord,-2.0-2.0,0.75,2514.0,326.0,11.47887323943662
3779,p-o-26,Y-coord,-2.0-2.0,0.75,2720.0,120.0,4.225352112676056
3875,p-o-27,Y-coord,-2.0-2.0,0.75,2706.0,134.0,4.71830985915493
3971,p-o-28,Y-coord,-2.0-2.0,0.75,2206.0,634.0,22.323943661971832
4067,p-o-29,Y-coord,-2.0-2.0,0.75,2549.0,291.0,10.246478873239436
4163,p-o-30,Y-coord,-2.0-2.0,0.75,2399.0,441.0,15.528169014084508
4259,p-o-31,Y-coord,-2.0-2.0,0.75,2300.0,540.0,19.014084507042252
4355,p-o-32,Y-coord,-2.0-2.0,0.75,2660.0,180.0,6.338028169014085
4451,p-o-33,Y-coord,-2.0-2.0,0.75,2471.0,369.0,12.992957746478874
4547,p-o-34,Y-coord,-2.0-2.0,0.75,2693.0,147.0,5.176056338028169
4643,p-o-35,Y-coord,-2.0-2.0,0.75,2515.0,325.0,11.443661971830986
4739,p-o-36,Y-coord,-2.0-2.0,0.75,2317.0,523.0,18.41549295774648
4835,p-o-37,Y-coord,-2.0-2.0,0.75,2667.0,173.0,6.091549295774648
4931,p-o-38,Y-coord,-2.0-2.0,0.75,2427.0,413.0,14.54225352112676
5027,p-o-39,Y-coord,-2.0-2.0,0.75,2386.0,454.0,15.985915492957746
5123,p-o-40,Y-coord,-2.0-2.0,0.75,2717.0,123.0,4.330985915492958
5219,p-o-41,Y-coord,-2.0-2.0,0.75,2553.0,287.0,10.105633802816902
5315,p-o-42,Y-coord,-2.0-2.0,0.75,2516.0,324.0,11.408450704225352
5411,p-o-43,Y-coord,-2.0-2.0,0.75,2521.0,319.0,11.232394366197184
5507,p-o-44,Y-coord,-2.0-2.0,0.75,2746.0,94.0,3.3098591549295775
5603,p-o-45,Y-coord,-2.0-2.0,0.75,2694.0,146.0,5.140845070422535
5699,p-o-46,Y-coord,-2.0-2.0,0.75,2414.0,426.0,15.0
5795,p-o-47,Y-coord,-2.0-2.0,0.75,2510.0,330.0,11.619718309859154
5891,p-o-48,Y-coord,-2.0-2.0,0.75,2655.0,185.0,6.514084507042254
5987,p-o-8,Y-coord,-2.0-2.0,0.75,2398.0,442.0,15.56338028169014
6083,p-o-9,Y-coord,-2.0-2.0,0.75,2772.0,68.0,2.3943661971830985
36,c-n-1,Y-coord,-2.0-2.0,1.0,2369.0,471.0,16.58450704225352
132,c-n-2,Y-coord,-2.0-2.0,1.0,2424.0,416.0,14.647887323943662
228,c-n-3,Y-coord,-2.0-2.0,1.0,2348.0,492.0,17.323943661971832
324,c-o-1,Y-coord,-2.0-2.0,1.0,2456.0,384.0,13.52112676056338
420,c-o-2,Y-coord,-2.0-2.0,1.0,2455.0,385.0,13.556338028169014
516,c-o-3,Y-coord,-2.0-2.0,1.0,2286.0,554.0,19.507042253521128
612,c-o-4,Y-coord,-2.0-2.0,1.0,2236.0,604.0,21.267605633802816
708,c-o-5,Y-coord,-2.0-2.0,1.0,2415.0,425.0,14.964788732394366
804,c-o-6,Y-coord,-2.0-2.0,1.0,2209.0,631.0,22.218309859154928
900,c-o-7,Y-coord,-2.0-2.0,1.0,2410.0,430.0,15.140845070422536
996,c-o-8,Y-coord,-2.0-2.0,1.0,2429.0,411.0,14.471830985915492
1092,c-p-1,Y-coord,-2.0-2.0,1.0,2587.0,253.0,8.908450704225352
1188,c-s-1,Y-coord,-2.0-2.0,1.0,2548.0,292.0,10.28169014084507
1284,n-o-1,Y-coord,-2.0-2.0,1.0,2752.0,88.0,3.0985915492957745
1380,n-o-2,Y-coord,-2.0-2.0,1.0,2839.0,1.0,0.035211267605633804
1476,n-o-3,Y-coord,-2.0-2.0,1.0,2582.0,258.0,9.084507042253522
1572,n-o-4,Y-coord,-2.0-2.0,1.0,2840.0,0.0,0.0
1668,n-o-5,Y-coord,-2.0-2.0,1.0,2587.0,253.0,8.908450704225352
1764,n-o-6,Y-coord,-2.0-2.0,1.0,2757.0,83.0,2.9225352112676055
1860,p-n-1,Y-coord,-2.0-2.0,1.0,2810.0,30.0,1.056338028169014
1956,p-n-2,Y-coord,-2.0-2.0,1.0,2639.0,201.0,7.077464788732394
2052,p-n-3,Y-coord,-2.0-2.0,1.0,2840.0,0.0,0.0
2148,p-n-4,Y-coord,-2.0-2.0,1.0,2639.0,201.0,7.077464788732394
2244,p-o-10,Y-coord,-2.0-2.0,1.0,2840.0,0.0,0.0
2340,p-o-11,Y-coord,-2.0-2.0,1.0,2801.0,39.0,1.3732394366197183
2436,p-o-12,Y-coord,-2.0-2.0,1.0,2840.0,0.0,0.0
2532,p-o-13,Y-coord,-2.0-2.0,1.0,2723.0,117.0,4.119718309859155
2628,p-o-14,Y-coord,-2.0-2.0,1.0,2757.0,83.0,2.9225352112676055
2724,p-o-15,Y-coord,-2.0-2.0,1.0,2777.0,63.0,2.2183098591549295
2820,p-o-16,Y-coord,-2.0-2.0,1.0,2602.0,238.0,8.380281690140846
2916,p-o-17,Y-coord,-2.0-2.0,1.0,2823.0,17.0,0.5985915492957746
3012,p-o-18,Y-coord,-2.0-2.0,1.0,2760.0,80.0,2.816901408450704
3108,p-o-19,Y-coord,-2.0-2.0,1.0,2715.0,125.0,4.401408450704225
3204,p-o-20,Y-coord,-2.0-2.0,1.0,2734.0,106.0,3.732394366197183
3300,p-o-21,Y-coord,-2.0-2.0,1.0,2798.0,42.0,1.4788732394366197
3396,p-o-22,Y-coord,-2.0-2.0,1.0,2735.0,105.0,3.6971830985915495
3492,p-o-23,Y-coord,-2.0-2.0,1.0,2718.0,122.0,4.295774647887324
3588,p-o-24,Y-coord,-2.0-2.0,1.0,2766.0,74.0,2.6056338028169015
3684,p-o-25,Y-coord,-2.0-2.0,1.0,2735.0,105.0,3.6971830985915495
3780,p-o-26,Y-coord,-2.0-2.0,1.0,2840.0,0.0,0.0
3876,p-o-27,Y-coord,-2.0-2.0,1.0,2811.0,29.0,1.0211267605633803
3972,p-o-28,Y-coord,-2.0-2.0,1.0,2331.0,509.0,17.922535211267604
4068,p-o-29,Y-coord,-2.0-2.0,1.0,2663.0,177.0,6.232394366197183
4164,p-o-30,Y-coord,-2.0-2.0,1.0,2617.0,223.0,7.852112676056338
4260,p-o-31,Y-coord,-2.0-2.0,1.0,2541.0,299.0,10.528169014084508
4356,p-o-32,Y-coord,-2.0-2.0,1.0,2746.0,94.0,3.3098591549295775
4452,p-o-33,Y-coord,-2.0-2.0,1.0,2658.0,182.0,6.408450704225352
4548,p-o-34,Y-coord,-2.0-2.0,1.0,2821.0,19.0,0.6690140845070423
4644,p-o-35,Y-coord,-2.0-2.0,1.0,2672.0,168.0,5.915492957746479
4740,p-o-36,Y-coord,-2.0-2.0,1.0,2417.0,423.0,14.894366197183098
4836,p-o-37,Y-coord,-2.0-2.0,1.0,2796.0,44.0,1.5492957746478873
4932,p-o-38,Y-coord,-2.0-2.0,1.0,2634.0,206.0,7.253521126760563
5028,p-o-39,Y-coord,-2.0-2.0,1.0,2524.0,316.0,11.126760563380282
5124,p-o-40,Y-coord,-2.0-2.0,1.0,2830.0,10.0,0.352112676056338
5220,p-o-41,Y-coord,-2.0-2.0,1.0,2744.0,96.0,3.380281690140845
5316,p-o-42,Y-coord,-2.0-2.0,1.0,2637.0,203.0,7.147887323943662
5412,p-o-43,Y-coord,-2.0-2.0,1.0,2680.0,160.0,5.633802816901408
5508,p-o-44,Y-coord,-2.0-2.0,1.0,2824.0,16.0,0.5633802816901409
5604,p-o-45,Y-coord,-2.0-2.0,1.0,2839.0,1.0,0.035211267605633804
5700,p-o-46,Y-coord,-2.0-2.0,1.0,2505.0,335.0,11.795774647887324
5796,p-o-47,Y-coord,-2.0-2.0,1.0,2714.0,126.0,4.436619718309859
5892,p-o-48,Y-coord,-2.0-2.0,1.0,2744.0,96.0,3.380281690140845
5988,p-o-8,Y-coord,-2.0-2.0,1.0,2519.0,321.0,11.30281690140845
6084,p-o-9,Y-coord,-2.0-2.0,1.0,2840.0,0.0,0.0
37,c-n-1,Y-coord,-2.0-2.0,1.25,2573.0,267.0,9.401408450704226
133,c-n-2,Y-coord,-2.0-2.0,1.25,2502.0,338.0,11.901408450704226
229,c-n-3,Y-coord,-2.0-2.0,1.25,2498.0,342.0,12.04225352112676
325,c-o-1,Y-coord,-2.0-2.0,1.25,2554.0,286.0,10.070422535211268
421,c-o-2,Y-coord,-2.0-2.0,1.25,2580.0,260.0,9.154929577464788
517,c-o-3,Y-coord,-2.0-2.0,1.25,2357.0,483.0,17.007042253521128
613,c-o-4,Y-coord,-2.0-2.0,1.25,2352.0,488.0,17.183098591549296
709,c-o-5,Y-coord,-2.0-2.0,1.25,2489.0,351.0,12.359154929577464
805,c-o-6,Y-coord,-2.0-2.0,1.25,2318.0,522.0,18.380281690140844
901,c-o-7,Y-coord,-2.0-2.0,1.25,2490.0,350.0,12.32394366197183
997,c-o-8,Y-coord,-2.0-2.0,1.25,2515.0,325.0,11.443661971830986
1093,c-p-1,Y-coord,-2.0-2.0,1.25,2663.0,177.0,6.232394366197183
1189,c-s-1,Y-coord,-2.0-2.0,1.25,2607.0,233.0,8.204225352112676
1285,n-o-1,Y-coord,-2.0-2.0,1.25,2815.0,25.0,0.8802816901408451
1381,n-o-2,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
1477,n-o-3,Y-coord,-2.0-2.0,1.25,2680.0,160.0,5.633802816901408
1573,n-o-4,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
1669,n-o-5,Y-coord,-2.0-2.0,1.25,2682.0,158.0,5.563380281690141
1765,n-o-6,Y-coord,-2.0-2.0,1.25,2807.0,33.0,1.1619718309859155
1861,p-n-1,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
1957,p-n-2,Y-coord,-2.0-2.0,1.25,2767.0,73.0,2.5704225352112675
2053,p-n-3,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
2149,p-n-4,Y-coord,-2.0-2.0,1.25,2690.0,150.0,5.28169014084507
2245,p-o-10,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
2341,p-o-11,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
2437,p-o-12,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
2533,p-o-13,Y-coord,-2.0-2.0,1.25,2772.0,68.0,2.3943661971830985
2629,p-o-14,Y-coord,-2.0-2.0,1.25,2782.0,58.0,2.0422535211267605
2725,p-o-15,Y-coord,-2.0-2.0,1.25,2833.0,7.0,0.24647887323943662
2821,p-o-16,Y-coord,-2.0-2.0,1.25,2679.0,161.0,5.669014084507042
2917,p-o-17,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
3013,p-o-18,Y-coord,-2.0-2.0,1.25,2808.0,32.0,1.1267605633802817
3109,p-o-19,Y-coord,-2.0-2.0,1.25,2834.0,6.0,0.2112676056338028
3205,p-o-20,Y-coord,-2.0-2.0,1.25,2823.0,17.0,0.5985915492957746
3301,p-o-21,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
3397,p-o-22,Y-coord,-2.0-2.0,1.25,2813.0,27.0,0.9507042253521126
3493,p-o-23,Y-coord,-2.0-2.0,1.25,2754.0,86.0,3.028169014084507
3589,p-o-24,Y-coord,-2.0-2.0,1.25,2820.0,20.0,0.704225352112676
3685,p-o-25,Y-coord,-2.0-2.0,1.25,2813.0,27.0,0.9507042253521126
3781,p-o-26,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
3877,p-o-27,Y-coord,-2.0-2.0,1.25,2840.0,0.0,0.0
3973,p-o-28,Y-coord,-2.0-2.0,1.25,2443.0,397.0,13.97887323943662
4069,p-o-29,Y-coord,-2.0-2.0,1.25,2684.0,156.0,5.492957746478873
4165,p-o-30,Y-coord,-2.0-2.0,1.25,2706.0,134.0,4.71830985915493
4261,p-o-31,Y-coord,-2.0-2.0,1.25,2691.0,149.0,5.246478873239437
4357,p-o-32,Y-coord,-2.0-2.0,1.25,2746.0,94.0,3.3098591549295775
4453,p-o-33,Y-coord,-2.0-2.0,1.25,2755.0,85.0,2.992957746478873
